"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX4071162","metagenome of peat: 20110700_P2M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289023","","2711.69","1","20559482","6175966991","20110700_P2M.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071161","metagenome of peat: 20110700_S1S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289026","","1629.79","1","12028365","3619456477","20110700_S1S.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071160","metagenome of peat: 20110700_S1M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289022","","2271.99","1","17117202","5152161519","20110700_S1M.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071159","metagenome of peat: 20110700_S1D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289021","","2339","1","17570389","5288584026","20110700_S1D.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071158","metagenome of peat: 20110700_P3S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289020","","3807.83","1","29088307","8702936134","20110700_P3S.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071157","metagenome of peat: 20110700_S2M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289019","","2136.58","1","16014583","4821569002","20110700_S2M.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071156","metagenome of peat: 20110700_S2D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289018","","2944.49","1","22120630","6660983973","20110700_S2D.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071155","metagenome of peat: 20120700_E3S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289017","","1065.5","1","12939221","2613722642","20120700_E3S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071154","metagenome of peat: 20120700_E3M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288877","","10326.13","1","78046405","23494742132","20120700_E3M.20140929.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071153","metagenome of peat: 20120700_E3M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288877","","10615.52","1","81865415","24644724897","20120700_E3M.20140923.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071152","metagenome of peat: 20120700_E3M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288877","","6725.69","1","72139105","18179054460","20120700_E3M..6","WGS","METAGENOMIC","RANDOM"
"SRX4071151","metagenome of peat: 20120700_E3M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288877","","7014.88","1","73711464","18575288928","20120700_E3M..5","WGS","METAGENOMIC","RANDOM"
"SRX4071150","metagenome of peat: 20120700_E3M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288877","","6578.2","1","70337308","17725001616","20120700_E3M..4","WGS","METAGENOMIC","RANDOM"
"SRX4071149","metagenome of peat: 20120700_E3M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288877","","6735.67","1","71931590","18126760680","20120700_E3M..3","WGS","METAGENOMIC","RANDOM"
"SRX4071148","metagenome of peat: 20120700_E3M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288877","","7120.98","1","76211523","19205303796","20120700_E3M..2","WGS","METAGENOMIC","RANDOM"
"SRX4071147","metagenome of peat: 20120800_E1M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289016","","1271.68","1","15166132","3063558664","20120800_E1M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071146","metagenome of peat: 20120800_E1S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289015","","1134.81","1","13534501","2733969202","20120800_E1S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071145","metagenome of peat: 20120700_S3X","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289014","","2209.64","1","23750525","5985132300","20120700_S3X.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071144","metagenome of peat: 20120800_E1D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289013","","2989.38","1","31769589","8005936428","20120800_E1D.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071143","metagenome of peat: 20120700_S3D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289012","","2647.01","1","28101604","7081604208","20120700_S3D.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071142","metagenome of peat: 20120700_S3S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289010","","1166.72","1","13783239","2784214278","20120700_S3S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071141","metagenome of peat: 20120700_P1D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289009","","1313.81","1","15477605","3126476210","20120700_P1D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071140","metagenome of peat: 20120700_E3X","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289008","","925.13","1","11310694","2284760188","20120700_E3X.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071139","metagenome of peat: 20120500_P17","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289007","","1166.28","1","13175024","2661354848","20120500_P17.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071138","metagenome of peat: 20120500_P16","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289005","","1206.58","1","13475565","2722064130","20120500_P16.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071137","metagenome of peat: 20120500_P15","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289004","","1584.35","1","17645011","3564292222","20120500_P15.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071136","metagenome of peat: 20120500_P14","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289003","","1338.2","1","14905233","3010857066","20120500_P14.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071135","metagenome of peat: 20120500_P13","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289002","","1763.63","1","19698071","3979010342","20120500_P13.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071134","metagenome of peat: 20120500_P12","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289001","","1656.25","1","18461198","3729161996","20120500_P12.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071133","metagenome of peat: 20120500_P11","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289000","","1620.58","1","18063697","3648866794","20120500_P11.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071132","metagenome of peat: 20111000_S3S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289045","","3308.37","1","24716731","7442579520","20111000_S3S.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071131","metagenome of peat: 20111000_S3M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289044","","1760.58","1","13176771","3967070755","20111000_S3M.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071130","metagenome of peat: 20111000_S3D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288998","","1506.87","1","11345407","3416315346","20111000_S3D.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071129","metagenome of peat: 20110800_E3M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288997","","3449.17","1","42807031","8561406200","20110800_E3M..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071128","metagenome of peat: 20110800_E3S","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288996","","9477.76","1","50411703","15123510900","20110800_E3S..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071127","metagenome of peat: 20110800_E2D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288995","","10342.94","1","55407081","16622124300","20110800_E2D..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071126","metagenome of peat: 20110800_E2M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288994","","3571.77","1","44900147","8980029400","20110800_E2M..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071125","metagenome of peat: 20110800_E2S","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288993","","10427.76","1","55387304","16616191200","20110800_E2S..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071124","metagenome of peat: 20110800_E3D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288992","","11639.32","1","62255351","18676605300","20110800_E3D..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071123","metagenome of peat: 20110700_S3M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289011","","4966.33","1","57711906","11542381200","20110700_S3M..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071122","metagenome of peat: 20110800_E1D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288990","","8325.87","1","45344134","13603240200","20110800_E1D..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071121","metagenome of peat: 20110800_E1M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289006","","3197.48","1","40171755","8034351000","20110800_E1M..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071120","metagenome of peat: 20110800_E1S","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288989","","11592.82","1","61570086","18471025800","20110800_E1S..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071119","metagenome of peat: 20120800_P1S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288988","","873.99","1","10603097","2141825594","20120800_P1S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071118","metagenome of peat: 20120800_P1M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288987","","1095.57","1","13302814","2687168428","20120800_P1M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071117","metagenome of peat: 20120800_E3S","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288985","","2196.96","1","23780996","5992810992","20120800_E3S.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071116","metagenome of peat: 20120800_E3M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288986","","1483.35","1","15780248","3976622496","20120800_E3M.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071115","metagenome of peat: 20120800_P1D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288983","","1357.86","1","16561760","3345475520","20120800_P1D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071114","metagenome of peat: 20120800_E3X","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288984","","2422.86","1","26606797","6704912844","20120800_E3X.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071113","metagenome of peat: 20120800_E2S","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288982","","1829.84","1","19417484","4893205968","20120800_E2S.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071112","metagenome of peat: 20120800_E2M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288981","","1937.21","1","20568007","5183137764","20120800_E2M.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071111","metagenome of peat: 20120800_E3D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288980","","2001.7","1","21640570","5453423640","20120800_E3D.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071110","metagenome of peat: 20120800_E2X","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288979","","2599.24","1","28225042","7112710584","20120800_E2X.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071109","metagenome of peat: 20120600_E2S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288978","","1468.61","1","16395037","3311797474","20120600_E2S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071108","metagenome of peat: 20120600_E3D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288895","","1664.34","1","18884586","3814686372","20120600_E3D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071107","metagenome of peat: 20111000_S2M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288977","","1713.28","1","12930971","3891373508","20111000_S2M.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071106","metagenome of peat: 20120600_E1M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288976","","1148.88","1","13040754","2634232308","20120600_E1M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071105","metagenome of peat: 20120600_E1S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288999","","1393.06","1","16363326","3305391852","20120600_E1S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071104","metagenome of peat: 20120600_E1D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288950","","5416.95","1","41792381","12576028136","20120600_E1D.20140923.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071103","metagenome of peat: 20120600_E1D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288950","","5278.6","1","39924464","12013612865","20120600_E1D.20140929.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071102","metagenome of peat: 20120600_E2D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288974","","6175.19","1","46607182","14030065040","20120600_E2D.20140929.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071101","metagenome of peat: 20120600_E2M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288975","","1602.17","1","18037403","3643555406","20120600_E2M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071100","metagenome of peat: 20120600_E2D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288974","","1714.09","1","19302634","3899132068","20120600_E2D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071099","metagenome of peat: 20120600_E2D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288974","","6348.08","1","48867002","14710509660","20120600_E2D.20140923.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071098","metagenome of peat: 20110800_S1M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288973","","2533.63","1","38738778","5826124166","20110800_S1M.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071097","metagenome of peat: 20110800_S1M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288973","","1838.96","1","23714474","4742894800","20110800_S1M.20130213.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071096","metagenome of peat: 20110800_P1M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288970","","579.45","1","4547182","1373248964","20110800_P1M.20121207.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071095","metagenome of peat: 20110800_P1D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288972","","5896.4","1","44392534","13406545268","20110800_P1D..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071094","metagenome of peat: 20110800_P1S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288971","","1904.8","1","14660951","4410456272","20110800_P1S.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071093","metagenome of peat: 20110800_P1M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288970","","4804.04","1","59490975","11898195000","20110800_P1M.20130213.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071092","metagenome of peat: 20110800_P3M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288969","","2424.19","1","18642438","5607442336","20110800_P3M.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071091","metagenome of peat: 20110800_P2D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288968","","2151.54","1","16523604","4975194163","20110800_P2D.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071090","metagenome of peat: 20110800_S1D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288966","","1872.29","1","24277213","4855442600","20110800_S1D..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071089","metagenome of peat: 20110800_P3S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288967","","2777.69","1","21430017","6432817748","20110800_P3S.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071088","metagenome of peat: 20110800_S2D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288964","","2093.66","1","27177688","5435537600","20110800_S2D..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071087","metagenome of peat: 20120800_S1D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288965","","1270.13","1","14977415","3025437830","20120800_S1D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071086","metagenome of peat: 20120800_S2D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288963","","1240.26","1","14742991","2978084182","20120800_S2D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071085","metagenome of peat: 20120800_S2M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288962","","1205.86","1","14337349","2896144498","20120800_S2M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071084","metagenome of peat: 20110600_E1S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288960","","1199.69","1","9846383","2944657988","20110600_E1S.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071083","metagenome of peat: 20110600_E2D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288959","","1344.84","1","10959155","3297668697","20110600_E2D.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071082","metagenome of peat: 20120800_P2D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288958","","880.83","1","10658755","2153068510","20120800_P2D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071081","metagenome of peat: 20120800_P2M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288957","","1683.78","1","18665615","3770454230","20120800_P2M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071080","metagenome of peat: 20120800_P2S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288956","","909","1","10953085","2212523170","20120800_P2S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071079","metagenome of peat: 20120800_P3M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288955","","1011.94","1","12243875","2473262750","20120800_P3M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071078","metagenome of peat: 20100900_E1D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288991","","8160.86","1","60746793","12149358600","20100900_E1D.20100901.raw.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071077","metagenome of peat: 20100900_E1S","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288954","","8868.88","1","65787333","13157466600","20100900_E1S.20100901.raw.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071076","metagenome of peat: 20100900_E2D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288953","","7774.45","1","57692890","11538578000","20100900_E2D.20100901.raw.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071075","metagenome of peat: 20120800_S1X","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288951","","1445.86","1","16052703","3242646006","20120800_S1X.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071074","metagenome of peat: 20120600_E1D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288950","","1570.41","1","17814463","3598521526","20120600_E1D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071073","metagenome of peat: 20120500_P39","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288949","","1500.52","1","17469502","3528839404","20120500_P39.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071072","metagenome of peat: 20120800_S1M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288947","","2249.24","1","24987988","5047573576","20120800_S1M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071071","metagenome of peat: 20120500_P32","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288948","","1906.26","1","21498372","4342671144","20120500_P32.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071070","metagenome of peat: 20120500_P31","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288946","","1697.75","1","19104459","3859100718","20120500_P31.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071069","metagenome of peat: 20120500_P34","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3289043","","1100.11","1","12869721","2599683642","20120500_P34.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071068","metagenome of peat: 20120500_P33","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288945","","1334.14","1","15029482","3035955364","20120500_P33.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071067","metagenome of peat: 20120500_P36","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288944","","1492.72","1","17442808","3523447216","20120500_P36.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071066","metagenome of peat: 20120500_P35","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288943","","1702.89","1","19802336","4000071872","20120500_P35.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071065","metagenome of peat: 20120500_P38","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288942","","1270.38","1","14836331","2996938862","20120500_P38.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071064","metagenome of peat: 20120500_P37","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288941","","1182.81","1","13814326","2790493852","20120500_P37.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071063","metagenome of peat: 20111000_E2D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288940","","1652.76","1","12348281","3711748637","20111000_E2D.20140916.NA","WGS","METAGENOMIC","RANDOM"
